imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,weighted_average_vote
tt0116391,Gang,Gang,2000,2000-04-21,"Action, Crime, Drama",152,India,Hindi,Mazhar Khan,,,"Jackie Shroff, Nana Patekar, Kumar Gaurav, Javed Jaffrey, Juhi Chawla, Shagufta Ali, Mukesh Khanna, Gulshan Grover, Tinnu Anand, Imtiaz Khan, Zahaan Khan, Deepak Shirke, Ekta Sohini, Dalip Tahil, Murad Ali","After falling prey to underworld, four friends jeopardize their personal lives with point of no return.",6.3,212,,$ 28915,,,4.0,1.0,6.3
tt0116748,Karobaar: The Business of Love,Karobaar: The Business of Love,2000,2000-09-15,"Drama, Romance",180,India,Hindi,Rakesh Roshan,"Sachin Bhowmick, Sachin Bhowmick",NH Studioz,"Juhi Chawla, Anil Kapoor, Rishi Kapoor, Tinnu Anand, Asrani, Suresh Chatwal, Tisca Chopra, Sulabha Deshpande, Dinesh Hingoo, Inder Khosla, Dev Malhotra, Ram Mohan, Navin Nischol, Aashif Sheikh, Himani Shivpuri","Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, ...",4.5,223,,$ 45200,$ 45200,,3.0,1.0,4.5
tt0118578,Albela,Albela,2001,2001-04-20,"Comedy, Drama, Romance",145,India,Hindi,Deepak Sareen,"Honey Irani, Honey Irani",Tips Films Pvt. Ltd.,"Govinda, Aishwarya Rai Bachchan, Jackie Shroff, Namrata Shirodkar, Saeed Jaffrey, Maya Alagh, Renuka Israni, Kiran, Sanjay Mishra, Dinyar Tirandaz","Tony (Govinda) works as a guide, helping tourists, and showing them his native land. Nina (Namrata Shirodkar) finds Tony adorable, but Tony is in his own world, and does not reciprocate her...",3.7,695,,,,,7.0,1.0,3.7
tt0120117,Shikari,Shikari,2000,2000-10-06,"Crime, Drama, Thriller",160,India,Hindi,N. Chandra,"N. Chandra, Rajeev Kaul",Kavita Pictures,"Govinda, Tabu, Karisma Kapoor, Shweta Menon, Nirmal Pandey, Sushma Seth, Kiran Kumar, Johnny Lever, Rana Jung Bahadur, Vishnu Sharma, Beena Banerjee, Deep Dhillon, Razak Khan, Arun Bali, Ghanshyam","Filled with vengeance, a simple man turns into a hardcore criminal in order to avenge the destruction of his family.",4.5,396,,$ 40712,$ 40712,,5.0,4.0,4.5
tt0151150,Josh,Josh,2000,2000-06-09,"Action, Drama, Musical",162,India,Hindi,Mansoor Khan,"Aatish Kapadia, Mansoor Khan",United Seven Combines,"Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor, Priya Gill, Sharat Saxena, Vivek Vaswani, Anjan Srivastav, Kumar Bharadwaj, Suhas Joshi, Nadira, Ali Asgar, Ruhshad Nariman Daruwalla, Saandesh Nayak, Shraddha Nigam",Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad ...,6.1,9258,,$ 426318,$ 426318,,10.0,1.0,6.1
tt0169102,Lagaan - C'era una volta in India,Lagaan: Once Upon a Time in India,2001,2002-08-23,"Adventure, Drama, Musical",224,India,Hindi,Ashutosh Gowariker,"Ashutosh Gowariker, Ashutosh Gowariker",Aamir Khan Productions,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Suhasini Mulay, Kulbhushan Kharbanda, Raghuvir Yadav, Rajendra Gupta, Rajesh Vivek, Shri Vallabh Vyas, Javed Khan, Raj Zutshi, Akhilendra Mishra, Daya Shankar Pandey, Yashpal Sharma",The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,8.1,102618,$ 6000000,$ 909043,$ 1724806,84.0,286.0,77.0,8.1
tt0187279,Meri Biwi Ka Jawab Nahin,Meri Biwi Ka Jawab Nahin,2004,2004-07-02,"Action, Comedy, Romance",150,India,Hindi,"Pankaj Parashar, S.M. Iqbal",,Iqbal Productions,"Akshay Kumar, Sridevi, Gulshan Grover, Laxmikant Berde, Anupam Kher, Kiran Kumar, Johnny Lever, Anil Nagrath, Neena Gupta, Jayshree T., Roshni Achreja, Harbans Darshan M. Arora, Balwant Bansal, Abha Dhulia, Brij Gopal",Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police ...,3.9,654,,,,,3.0,1.0,3.9
tt1531486,Sanam Teri Kasam(Hindi),Sanam Teri Kasam,2009,2009-05-22,"Action, Drama, Romance",170,India,Hindi,Lawrence D'Souza,Talat Rekhi,Ultra,"Saif Ali Khan, Atul Agnihotri, Pooja Bhatt, Sheeba, Vikas Anand, Dinesh Hingoo, Saeed Jaffrey, Shashi Kiran, Alok Nath, Subbiraj, Tabassum",A love triangle forms after a male finds his best friend has married his sweetheart.,5.0,136,,,,,2.0,1.0,5.0
tt1745130,Sanam Teri Kasam(English),Sanam Teri Kasam,2009,2009-05-22,"Action, Drama, Romance",170,India,English,Lawrence D'Souza,Talat Rekhi,Ultra,"Saif Ali Khan, Atul Agnihotri, Pooja Bhatt, Sheeba, Vikas Anand, Dinesh Hingoo, Saeed Jaffrey, Shashi Kiran, Alok Nath, Subbiraj, Tabassum",A love triangle forms after a male finds his best friend has married his sweetheart.,5.0,136,,,,,2.0,1.0,5.0
tt0213890,Mohabbatein,Mohabbatein,2000,2000-10-27,"Musical, Drama, Romance",216,India,Hindi,Aditya Chopra,"Aditya Chopra, Aditya Chopra",Yash Raj Films,"Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj, Jimmy Sheirgill, Shamita Shetty, Preeti Jhangiani, Kim Sharma, Aishwarya Rai Bachchan, Anupam Kher, Archana Puran Singh, Saurabh Shukla, Helen, Amrish Puri, Shefali Shah","A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.",7.1,26584,$ 4000000,$ 1070000,$ 4279351,,63.0,11.0,7.1
tt0218533,Pukar,Pukar,2000,2000-02-11,"Action, Drama, Romance",176,India,Hindi,Rajkumar Santoshi,"Vijay Deveshwar, K.K. Raina",S.K. Films Enterprises,"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar, Om Puri, Rohini Hattangadi, Farida Jalal, Shivaaji Satam, Danny Denzongpa, K.D. Chandran, Prabhu Deva, Sudhir Joshi, Girish Karnad, Abdul Qayyoom Khan, Kulbhushan Kharbanda, Viju Khote",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.,6.8,2164,,$ 314701,$ 314701,,6.0,1.0,6.8
tt0220596,Khauff,Khauff,2000,2000-03-03,"Action, Crime, Drama",124,India,Hindi,Sanjay Gupta,"Sanjay Gupta, Sanjay Gupta",Chirag Arts,"Sanjay Dutt, Manisha Koirala, Sharad S. Kapoor, Simran, Mukesh Khanna, Suresh Oberoi, Tinnu Anand, Jaspal Bhatti, Farida Jalal, Parmeet Sethi, Navin Nischol, Beena Banerjee, Ishrat Ali, Achyut Potdar, Satyendra Kapoor","An assassin is sent to kill the witness from testifying against the killers. In the process, the assassin falls in love with the witness.",4.5,342,,$ 100975,$ 100975,,2.0,3.0,4.5
tt0221982,Gaja Gamini,Gaja Gamini,2000,2000-12-01,"Drama, Fantasy",122,India,Hindi,M.F. Hussain,"Kamna Chandra, M.F. Hussain",Dashaka Films,"Madhuri Dixit, Shabana Azmi, Naseeruddin Shah, Shilpa Shirodkar, Inder Kumar, Tej Sapru, Farida Jalal, Mohan Agashe, Ashish Vidyarthi, Shah Rukh Khan, Kalpana Pandit, Raisa Husain, Ali Hassan Turain, Rashida Siddiqui, Sunita Kumar","Gaja Gamini, the embodiment of the Indian spirit, inspires artists of all kinds, interacts with and influences the West, and exists through the ages.",5.1,706,,,,,5.0,2.0,5.1
tt1794544,Hey Ram(Tamil),Hey Ram,2000,2000-02-18,"Crime, Drama, History",186,India,Tamil,Kamal Haasan,"H. Banerjee, Kamal Haasan",Raajkamal Films International,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini, Girish Karnad, Naseeruddin Shah, Om Puri, Vikram Gokhale, Saurabh Shukla, Nassar, Abbas, Atul Kulkarni, Showkar Janaki, Iravati Harshe, Vasundhara Das",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.,7.9,11170,,$ 274675,$ 274675,,65.0,12.0,7.9
tt1805343,Hey Ram(Hindi),Hey Ram,2000,2000-02-18,"Crime, Drama, History",186,India,Hindi,Kamal Haasan,"H. Banerjee, Kamal Haasan",Raajkamal Films International,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini, Girish Karnad, Naseeruddin Shah, Om Puri, Vikram Gokhale, Saurabh Shukla, Nassar, Abbas, Atul Kulkarni, Showkar Janaki, Iravati Harshe, Vasundhara Das",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.,7.9,11170,,$ 274675,$ 274675,,65.0,12.0,7.9
tt0222024,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam,2002,2002-05-24,"Drama, Romance",174,India,Hindi,K.S. Adiyaman,"K.S. Adiyaman, Arun Kumar",B.M.B. Pictures,"Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri, Suman Ranganath, Aishwarya Rai Bachchan, Alok Nath, Aruna Irani, Laxmikant Berde, Vikas Anand, Asha Sharma, Payal Malhotra, Dinesh Hingoo, Azad Khatri, Sajal Bohra","Gopal's blissful married life with Radha blemishes when Radha gets obsessed with the career of her friend, Suraj, who is a singer. Ripped apart by jealousy, Gopal deserts Radha.",5.4,6317,,,$ 899867,,18.0,13.0,5.4
tt0222270,Phir Bhi Dil Hai Hindustani,Phir Bhi Dil Hai Hindustani,2000,2000-01-21,"Comedy, Drama, Musical",160,India,Hindi,Aziz Mirza,"Sanjay Chhel, Raaj Kumar Dahima",Dreamz Unlimited,"Shah Rukh Khan, Juhi Chawla, Johnny Lever, Paresh Rawal, Haidar Ali, Smita Jaykar, Neena Kulkarni, Mona Ambegaonkar, Suresh Bhagwat, Sheeba Chaddha, Dilip Joshi, Bharat Kapoor, Shakti Kapoor, Jaswir Kaur, Sanjay Mishra","In order to seek justice for a man who exacts vengeance on a politician, who was responsible for his daughter's death, two rival reporters teams up to help him to prove his innocence.",6.2,6702,,$ 588606,$ 588606,,15.0,1.0,6.2
tt0227194,One 2 Ka 4,One 2 Ka 4,2001,2001-03-30,"Action, Comedy, Crime",169,India,Hindi,Shashilal K. Nair,"Sanjay Chhel, Raaj Kumar Dahima",NH Studioz,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana, Madhur Mittal, Amar Pawaskar, Fatima Sana Shaikh, Keith Stevenson, Raj Zutshi","When a cop's partner is killed in the line of duty, he assumed guardianship of his orphaned children while investigating the murder.",5.4,4693,,,,,8.0,4.0,5.4
tt0230055,Bulandi,Bulandi,2000,2000-01-07,"Action, Drama",175,India,Hindi,Rama Rao Tatineni,"Aadesh K. Arjun, Erode Sounder",Maa Sherawali Productions,"Anil Kapoor, Rekha, Raveena Tandon, Rajinikanth, Shakti Kapoor, Aruna Irani, Ranjeet, Harish, Paresh Rawal, Sadashiv Amrapurkar, Kulbhushan Kharbanda",A noble family presides over a small town in India.,5.4,608,,$ 203548,$ 203548,,7.0,1.0,5.4
tt0232079,Mela,Mela,2000,2000-01-07,"Action, Adventure, Comedy",172,India,Hindi,Dharmesh Darshan,"Robin Bhatt, Dharmesh Darshan",Venus Records & Tapes,"Aamir Khan, Twinkle Khanna, Faisal Khan, Johnny Lever, Navneet Nishan, Veeru Krishnan, Asrani, Tiku Talsania, Archana Puran Singh, Tanvi Azmi, Ayub Khan, Omkar Kapoor, Parmeet Sethi, Kulbhushan Kharbanda, Tinnu Verma","When a village belle's brother is killed by a bandit, she vows revenge and enlists the help of two truckers-cum-theatre artists in her mission.",3.8,4049,,$ 220524,$ 220524,,12.0,1.0,3.8
tt1625117,Kaho Naa... Pyaar Hai(Hindi),Kaho Naa... Pyaar Hai,2000,2000-01-14,"Action, Romance, Thriller",172,India,Hindi,Rakesh Roshan,"Rakesh Roshan, Sagar Sarhadi",Film Kraft,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil, Mohnish Bahl, Ashish Vidyarthi, Satish Shah, Farida Jalal, Tanaaz Currim Irani, Payal Malhotra, Rajesh Tandon, Vrajesh Hirjee, Ram Mohan, Shama Deshpande, Kamal Singh",A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.,6.9,13427,INR 140000000,,,,31.0,2.0,6.9
tt1560654,Kaho Naa... Pyaar Hai(English),Kaho Naa... Pyaar Hai,2000,2000-01-14,"Action, Romance, Thriller",172,India,English,Rakesh Roshan,"Rakesh Roshan, Sagar Sarhadi",Film Kraft,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil, Mohnish Bahl, Ashish Vidyarthi, Satish Shah, Farida Jalal, Tanaaz Currim Irani, Payal Malhotra, Rajesh Tandon, Vrajesh Hirjee, Ram Mohan, Shama Deshpande, Kamal Singh",A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.,6.9,13427,INR 140000000,,,,31.0,2.0,6.9
tt0237727,Shaheed Uddham Singh: Alais Ram Mohammad Singh Azad,Shaheed Uddham Singh: Alais Ram Mohammad Singh Azad,2000,2000,"Biography, Drama, Musical",165,India,Punjabi,Chitraarth,"Surjit Patar, Atul Tiwari",Babbar Visuals,"Raj Babbar, Gurdas Maan, Shatrughan Sinha, Amrish Puri, Tom Alter, Dave Anderson, Jazzy B., John Barry, Charleen Carswell, Juhi Chawla, Chetana Das, Raman Dhillon, Gurkirtan, Barry John, Joe Lamb","Udham Singh was born and brought in a Sikh Kamboj family in Punjab, India, during the time when the British ruled India. Enraged at the massacre of over 2000 men, women, and children at the...",7.1,162,,,,,4.0,,7.1
tt0238936,Devdas,Devdas,2002,2002-07-12,"Drama, Musical, Romance",185,India,Hindi,Sanjay Leela Bhansali,"Saratchandra Chatterjee, Prakash Kapadia",Red Chillies Entertainment,"Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit, Jackie Shroff, Kiron Kher, Smita Jaykar, Tiku Talsania, Vijayendra Ghatge, Milind Gunaji, Ananya Khare, Manoj Joshi, Ava Mukherjee, Dina Pathak, Vijay Crishna, Muni Jha","After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",7.6,37484,INR 500000000,$ 2745382,$ 5427830,,133.0,63.0,7.6
tt1153645,Anji(Telugu),Anji,2004,2004-01-15,"Action, Adventure, Drama",148,India,Telugu,Kodi Ramakrishna,Satyanand,M.S. Arts,"Chiranjeevi, Namrata Shirodkar, Tinnu Anand, Nagendra Babu, Bhupinder Singh, M.S. Narayana, Rami Reddy, Meghna Gummi, Saraswatamma, Keertana, Muthya, Vamsi, Bharat, Akshay Reddy, Ramya Krishnan","Orphaned Arjun lives a poor lifestyle in an ashram along with his mentor, known simply as Guruji, and several other younger orphans in a forest region, Shivgiri which is accessible via ...",5.8,507,INR 250000000,,,,1.0,5.0,5.8
tt1888049,Anji(Hindi),Anji,2004,2004-01-15,"Action, Adventure, Drama",148,India,Hindi,Kodi Ramakrishna,Satyanand,M.S. Arts,"Chiranjeevi, Namrata Shirodkar, Tinnu Anand, Nagendra Babu, Bhupinder Singh, M.S. Narayana, Rami Reddy, Meghna Gummi, Saraswatamma, Keertana, Muthya, Vamsi, Bharat, Akshay Reddy, Ramya Krishnan","Orphaned Arjun lives a poor lifestyle in an ashram along with his mentor, known simply as Guruji, and several other younger orphans in a forest region, Shivgiri which is accessible via ...",5.8,507,INR 250000000,,,,1.0,5.0,5.8
tt0239236,Annayya,Annayya,2000,2000-01-04,"Comedy, Drama, Family",157,India,Telugu,Muthyala Subbaiah,"Bhupati Raja, Satyanand",Sri Sairam Arts,"Chiranjeevi, Soundarya, Ravi Teja, Venkat, Chandini, Sishwa, Srinivasa Rao Kota, Sarath Babu, Bhupinder Singh, Brahmanandam, Chandni, Gangadhar Panday, Mamilla Shailaja Priya, Raja Ravindra, Subbaraya Sarma",The story of an elder brother who would do anything for his younger brothers.,6.6,398,,,,,2.0,5.0,6.6
tt0239251,Bariwali,Bariwali,2000,2000-02-17,Drama,150,India,Bengali,Rituparno Ghosh,Rituparno Ghosh,,"Kiron Kher, Chiranjit, Sudiptaa Chakraborty, Surya Chatterjee, Rupa Ganguly, Abhishek Chatterjee, Shivprasad Mukerjee, Kaushik Bose, Subir Chanda, Rukkmini Ghosh, Shiboprosad Mukherjee, Chandan Sen, Ashoke Viswanathan",A lonely middle-aged woman is forced by circumstance to let out her house to a film crew. She is attracted to the charming director and he exploits this fact to suit his purposes.,7.3,297,,,,,2.0,5.0,7.3
tt0239341,Devi Putrudu,Devi Putrudu,2001,2001-01-15,"Drama, Fantasy",161,India,Telugu,Kodi Ramakrishna,"Jonnavithula, Jonnavithula",Sumanth Art Productions,"Venkatesh Daggubati, Anjala Zaveri, Soundarya, Bhupinder Singh, Baby Cherry, Suresh, M.S. Narayana, Dog Striker, Babu Mohan, Srinivasa Rao Kota, Ali, Prema, Aahuthi Prasad, Raghunatha Reddy, Echuri",Archeologist balaram doesn't believe in God and tries to find out the mystery of water torque in sea at ancient Dwaraka. Balaram believes that there is a mystery behind that's a strange ...,5.8,232,,,,,,5.0,5.8
tt0242256,Alai Payuthey,Alai Payuthey,2000,2000-04-14,"Drama, Musical, Romance",156,India,Tamil,Mani Ratnam,"Mani Ratnam, Mani Ratnam",Madras Talkies,"Madhavan, Shalini, Swarnamalya, V. Natarajan, K.P.A.C. Lalitha, Ravi Prakash, Jayasudha, Vivek, Sukumari, Azhagam Perumal, Karthik Kumar, Arvind Swamy, Kushboo, Venu Arvind, Kumar Natarajan","After a difficult romance in a class-divided society, the love birds find out marriage is not what they thought it would be.",8.3,4933,,,INR 350000000,,23.0,4.0,8.3
tt0242519,Hera Pheri,Hera Pheri,2000,2000-03-31,"Action, Comedy, Crime",156,India,Hindi,Priyadarshan,"Siddique, Lal",A.G. Films,"Akshay Kumar, Sunil Shetty, Paresh Rawal, Tabu, Om Puri, Gulshan Grover, Kulbhushan Kharbanda, Mukesh Khanna, Asrani, Razak Khan, Kashmira Shah, Sulabha Arya, Mushtaq Khan, Dinesh Hingoo, Namrata Shirodkar","Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",8.2,55000,,,,,80.0,3.0,8.2
tt0242572,Kandukondain Kandukondain,Kandukondain Kandukondain,2000,2000-05-05,"Drama, Romance",151,India,Tamil,Rajiv Menon,"Rajiv Menon, Sujatha",Sri Surya Films,"Ajith Kumar, Tabu, Mammootty, Aishwarya Rai Bachchan, Abbas, Srividya, Shamili, Pooja Batra, Chandrakala, Arvind Krishna, Lakshmi, Manivannan, Dino Morea, Unnikrishnan Nampoothiri, Raghuvaran","An Indian adaptation of Jane Austen's ""Sense and Sensibility"" focusing on two sisters of opposing temperaments.",7.6,2464,,,,,16.0,6.0,7.6
tt0244528,Hadh Kar Di Aapne,Hadh Kar Di Aapne,2000,2000-04-14,"Comedy, Romance",134,India,Hindi,Manoj Agrawal,"Satish Jain, Rajeev Kaul",R.R. Productions,"Govinda, Rani Mukerji, Johnny Lever, Paresh Rawal, Satish Kaushik, Tinnu Anand, Avtar Gill, Viju Khote, Bharat Kapoor, Navneet Nishan, Tanaaz Currim Irani, Helen Brodie, Smita Jaykar, Bobby Poonia, Kajal Shah","Anjali Khanna had always suspected her husband, Sanjay, of cheating on her, and flirting with other women. In order to keep an eye on him and his activities, she asks her friend, who is ...",5.3,1631,,$ 42914,$ 42914,,6.0,1.0,5.3
tt0245825,Chal Mere Bhai,Chal Mere Bhai,2000,2000-05-05,"Comedy, Romance",136,India,Hindi,David Dhawan,"Ikram Akhtar, Ikram Akhtar",Gaurav Digital,"Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani, Anil Dhawan, Dinesh Anand, Birbal, Divya Palat, Shankar Mahadevan","Vicky, a businessman, loves his younger brother Prem, who spends his time chasing women. The family feels that secretary Sapna will make a good wife for Vicky, but she is already in love with Prem.",4.7,2821,,$ 199227,$ 199227,,12.0,3.0,4.7
tt0247911,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage,2002,2002-04-19,"Action, Drama, Romance",180,India,Hindi,Vikram Bhatt,"Robin Bhatt, Girish Dhamija",Emkay Films,"Hrithik Roshan, Ameesha Patel, Kiran Kumar, Mukesh Tiwari, Nishigandha Wad, Shahbaaz Khan, Madhuri Sanjeev, Alok Nath, Jimmy Moses, Shaikh Sami, Ali Asgar, Hemant Pandey, Jasbir Thandi, Suchit Jadhav, Prithvi Zutshi","The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon, what a surprise, objects...",3.1,2248,INR 115000000,,,,9.0,5.0,3.1
tt0247944,Badal,Badal,2000,2000-02-11,"Action, Crime, Drama",166,India,Hindi,Raj Kanwar,"Raj Kanwar, Robin Bhatt",Aftab Pictures,"Bobby Deol, Rani Mukerji, Ashutosh Rana, Ashish Vidyarthi, Amrish Puri, Mayuri Kango, Neena Kulkarni, Johnny Lever, Upasna Singh, Suman Ranganath, Mink Singh, Dinesh Anand, Mandira Bedi, Salim Ghouse, Ramesh Goyal","Badal (Bobby Deol) is a victim of the 1984 riots, brought up by a terrorist (Ashish Vidyarthi). Badal lives with the sole aim of exterminating a police cop Rana (Ashutosh Rana) now the DGP....",4.9,1210,,,,,3.0,3.0,4.9
tt0247945,Badri,Badri,2000,2000-04-20,"Comedy, Drama, Romance",158,India,Telugu,Puri Jagannadh,"Puri Jagannadh, Puri Jagannadh",Sri Vijaya Lakshmi Arts,"Ameesha Patel, Renu Desai, Prakash Raj, Srinivasa Rao Kota, Pawan Kalyan, Sangeetha, Brahmanandam, Mallikharjunarao, M.S. Narayana, Ali, Ramaprabha, Sangeetha, Ironleg Sastri, Uttej, Narsing Yadav","Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot.",7.2,1579,,,,,1.0,2.0,7.2
tt0247992,Dulhan Hum Le Jayenge,Dulhan Hum Le Jayenge,2000,2000-01-15,"Comedy, Drama, Romance",158,India,Hindi,David Dhawan,Rumi Jaffery,Baba Films,"Salman Khan, Karisma Kapoor, Om Puri, Paresh Rawal, Anupam Kher, Kashmira Shah, Farida Jalal, Himani Shivpuri, Usha Bachani, Rakesh Bedi, Deepak Tijori, Johnny Lever, Dara Singh, Mayur Verma, Kader Khan","Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy ...",5.0,2888,,,,,10.0,2.0,5.0
tt1957648,Fiza(Hindi),Fiza,2000,2000-09-08,"Action, Crime, Drama",170,India,Hindi,Khalid Mohamed,"Khalid Mohamed, Javed Siddiqui",The Culture Company,"Jaya Bachchan, Karisma Kapoor, Hrithik Roshan, Neha, Asha Sachdev, Bikram Saluja, Isha Koppikar, Dinesh Thakur, Sanjay Narvekar, Ravi Jhankal, Anup Soni, Shivaaji Satam, Sabir Masani, Johnny Lever, Manoj Bajpayee",In 1993 Fiza's brother Aman disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,6.1,3738,$ 1000000,$ 596591,$ 596591,,19.0,1.0,6.1
tt1067173,Kabhi Khushi Kabhie Gham...(Hindi),Kabhi Khushi Kabhie Gham...,2001,2001-12-14,"Drama, Musical, Romance",210,India,Hindi,Karan Johar,"Karan Johar, Sheena Parikh",Dharma Productions,"Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Farida Jalal, Jibraan Khan, Rani Mukerji, Alok Nath, Johnny Lever, Achala Sachdev, Himani Shivpuri, Aryan Khan, Sushma Seth","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now grown up little brother Rohan embarks on a mission to bring Rahul back home and reunite the family again.",7.4,43897,$ 7500000,$ 2902000,$ 11334547,,133.0,32.0,7.4
tt1915488,Kabhi Khushi Kabhie Gham...(English),Kabhi Khushi Kabhie Gham...,2001,2001-12-14,"Drama, Musical, Romance",210,India,English,Karan Johar,"Karan Johar, Sheena Parikh",Dharma Productions,"Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Farida Jalal, Jibraan Khan, Rani Mukerji, Alok Nath, Johnny Lever, Achala Sachdev, Himani Shivpuri, Aryan Khan, Sushma Seth","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now grown up little brother Rohan embarks on a mission to bring Rahul back home and reunite the family again.",7.4,43897,$ 7500000,$ 2902000,$ 11334547,,133.0,32.0,7.4
tt1453178,Mission Kashmir(Hindi),Mission Kashmir,2000,2000-10-27,"Action, Drama, Thriller",154,India,Hindi,Vidhu Vinod Chopra,"Vikram Chandra, Vidhu Vinod Chopra",Destination Films,"Sanjay Dutt, Hrithik Roshan, Preity Zinta, Sonali Kulkarni, Jackie Shroff, Puru Rajkumar, Abhay Chopra, Vineet Sharma, Rajendra Gupta, Memon Mohsin, Master Yogin Soni, Heenaa Biswas, Sanjeev Rattan, Manoj Mishra, Chandan Bisht",A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,6.7,6273,,,,,38.0,5.0,6.7
tt1900288,Mission Kashmir(English),Mission Kashmir,2000,2000-10-27,"Action, Drama, Thriller",154,India,English,Vidhu Vinod Chopra,"Vikram Chandra, Vidhu Vinod Chopra",Destination Films,"Sanjay Dutt, Hrithik Roshan, Preity Zinta, Sonali Kulkarni, Jackie Shroff, Puru Rajkumar, Abhay Chopra, Vineet Sharma, Rajendra Gupta, Memon Mohsin, Master Yogin Soni, Heenaa Biswas, Sanjeev Rattan, Manoj Mishra, Chandan Bisht",A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,6.7,6273,,,,,38.0,5.0,6.7
tt0248216,Na Tum Jaano Na Hum,Na Tum Jaano Na Hum,2002,2002-05-10,"Comedy, Drama, Musical",158,India,Hindi,Arjun Sablok,"Pratibha Acharya, Arjun Sablok",PFH Entertainment Ltd.,"Saif Ali Khan, Hrithik Roshan, Esha Deol, Alok Nath, Smita Jaykar, Anang Desai, Achla Sachdev, Shilarna Vaze, Rajshree Solanki, Sonali Kapadia, Bhavna Ruparel, Umesh Karia, Amir Zadey, Rakhi Sawant, Azaan Cooper",A romantically inclined couple decide to get to know each other through letters without disclosing their identities.,5.0,2673,INR 180000000,,$ 251877,,8.0,5.0,5.0
