imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,weighted_average_vote
tt1998078,Quick Gun Murugun: Misadventures of an Indian Cowboy(Hindi),Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,2009-08-28,"Action, Comedy, Drama",97,India,Hindi,Shashanka Ghosh,Rajesh Devraj,Fox STAR Studios,"Rajendra Prasad, Nassar, Rambha, Raju Sundaram, Vinay Pathak, Ashwin Mushran, Sandhya Mridul, Ranvir Shorey, Kottam Babu, Kishori Ballal, C.V. Bhanumati, Ramesh Chandra, Rajagopal Iyer, Sajid Khan, Shiv Kumar",A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,5.9,779,,,$ 2070,,10.0,4.0,5.9
tt1210655,Quick Gun Murugun: Misadventures of an Indian Cowboy(Telugu),Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,2009-08-28,"Action, Comedy, Drama",97,India,Telugu,Shashanka Ghosh,Rajesh Devraj,Fox STAR Studios,"Rajendra Prasad, Nassar, Rambha, Raju Sundaram, Vinay Pathak, Ashwin Mushran, Sandhya Mridul, Ranvir Shorey, Kottam Babu, Kishori Ballal, C.V. Bhanumati, Ramesh Chandra, Rajagopal Iyer, Sajid Khan, Shiv Kumar",A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,5.9,779,,,$ 2070,,10.0,4.0,5.9
tt1847148,Quick Gun Murugun: Misadventures of an Indian Cowboy(Tamil),Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,2009-08-28,"Action, Comedy, Drama",97,India,Tamil,Shashanka Ghosh,Rajesh Devraj,Fox STAR Studios,"Rajendra Prasad, Nassar, Rambha, Raju Sundaram, Vinay Pathak, Ashwin Mushran, Sandhya Mridul, Ranvir Shorey, Kottam Babu, Kishori Ballal, C.V. Bhanumati, Ramesh Chandra, Rajagopal Iyer, Sajid Khan, Shiv Kumar",A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,5.9,779,,,$ 2070,,10.0,4.0,5.9
tt1176960,One Two Three,One Two Three,2008,2008-03-28,"Comedy, Crime",135,India,Hindi,Ashwani Dhir,Ashwani Dhir,Big Screen Entertainment,"Tusshar Kapoor, Sunil Shetty, Paresh Rawal, Esha Deol, Neetu Chandra, Sameera Reddy, Upen Patel, Tanishaa Mukerji, Mukesh Tiwari, Sanjay Mishra, Vrajesh Hirjee, Manoj Pahwa, Murli Sharma, Ashwin Mushran, Irrfan Khan","Three strangers with the same name, Laxminarayan, travel to Pondi with their tasks. Chaos ensues when they are mistaken for each other as they stay in the same hotel.",5.3,2386,,$ 274589,$ 6090432,,12.0,6.0,5.3
tt1176961,Paying Guests,Paying Guests,2009,2009-06-19,"Comedy, Drama",109,India,Hindi,Paritosh Painter,"Wajid Ali, Lawrence John",Mukta Arts,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Sheth, Johnny Lever, Delnaaz Irani, Celina Jaitly, Sayali Bhagat, Neha Dhupia, Riya Sen, Chunky Pandey, Asrani, Paintal, Viju Khote, Inder Kumar",Four friends' attempts to find employment and accommodation pits them against landlords and gangsters in Bangkok.,4.2,494,INR 100000000,,,,9.0,3.0,4.2
tt11773276,Krishna and His Leela,Krishna and His Leela,2020,2020-06-25,"Comedy, Romance",125,India,Telugu,Ravikanth Perepu,"Ravikanth Perepu, Sidhu Jonnalagadda",Suresh Productions,"Sidhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Viva Harsha, Sampath Raj, Samyuktha Hornadu, Raj Madiraju, Sricharan Pakala, Eugeni Austinova, Poojan Kohli, Shriman Srivatsa, Ravi Anthony, Durga Rao Gunda","Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",5.4,1049,,,,,61.0,6.0,5.4
tt11774804,Court Martial,Court Martial,2020,2020-01-19,Drama,120,India,Hindi,"Sourabh Shrivastava, Karwarkar Bhavika",Deepak Swadesh,Iris Productions,"Saksham Dayma, Rajeev Khandelwal, Govind Pandey, Saroj Parida, Col Ravi Sharma, Bhagwan Tiwari","This play comprises the proceedings of this Court in which the defense lawyer, the extremely sharp Bikash Ray, goes deep into the motive behind the assault and exposes the ugly and shocking truth.",6.9,119,INR 10000000,,,,5.0,,6.9
tt11777460,Sri Bharatha Baahubali,Sri Bharatha Baahubali,2020,2020-01-17,Comedy,164,India,Kannada,Manju Mandavya,Manju Mandavya,Aishvarya Film Productions,"Chikkanna, Achyuth Kumar, Manju Mandavya, Srinivasa Murthy, Shruthi Prakash","Bharatha and Baahubali lead a happy-go-lucky existence in a small town. Fate makes them meet Sri, an NRI girl, who is in India on a mission. What follows is a series of adventures and misadventures in the pursuit of Sri's goal.",8.9,483,,,,,3.0,1.0,8.9
tt11779616,Shivaji Surathkal,Shivaji Surathkal,2020,2020-02-21,Drama,124,India,Kannada,Akash Srivatsa,Akash Srivatsa,Anjanadri Cine Creations,"Ramesh Aravind, Avinash, Rohith Bhanuprakash, P.D. Sathish Chandra, Vinay Gowda, Ram Manjjonaath, Radhika Narayan, Raaghu Raamanakoppa, Surya Vasishta","Detective Shivaji Surathkal is entrusted with the task of unraveling the many mysteries in Ranagiri and the secrets that surround them. To make matters worse, he has to do all this while already dealing with severe internal conflicts.",7.6,369,,,,,40.0,3.0,7.6
tt1178657,Superstar,Superstar,2008,2008-02-08,"Drama, Romance",120,India,Hindi,Rohit Jugraj,"Rohit Jugraj, Sudip Sharma",Shree Ashtavinayak Cine Vision,"Kunal Khemu, Tulip Joshi, Aushima Sawhney, Apurva Dhar Badgaiyann, Nishikant Dixit, Deep Dudani, Sanjay Dutt, Jayant Gadekar, Vrajesh Hirjee, Darshan Jariwala, Zafar Karachiwala, Kunal Kumar, Reema Lagoo, Rushad Rana, Sharat Saxena","Kunal Mehra lives a middle-classed lifestyle in Borivali, Mumbai, along with his disapproving dad, Purabi, and supportive mom, Kusum. He has a sweetheart in Mausam, an aspiring Journalist. ...",6.0,680,,,$ 1074567,,4.0,4.0,6.0
tt1503580,Mission Istaanbul: Darr Ke Aagey Jeet Hai!(Hindi),Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,2008-07-25,"Action, Adventure, Drama",130,India,Hindi,Apoorva Lakhia,"Shabbir Ahmed, Chirantan Bhatt",Balaji Telefilms,"Vivek Oberoi, Zayed Khan, Shriya Saran, Shabbir Ahluwalia, Nikitin Dheer, Sunil Shetty, Shweta Bhardwaj, Abhishek Bachchan, Aslihan Cetin, Aditya Lakhia, Brent Mendenhall",A news reporter must uncover the secret on the 13th floor of a News Station.,3.4,1039,,,$ 3013001,,22.0,4.0,3.4
tt1479123,Mission Istaanbul: Darr Ke Aagey Jeet Hai!(English),Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,2008-07-25,"Action, Adventure, Drama",130,India,English,Apoorva Lakhia,"Shabbir Ahmed, Chirantan Bhatt",Balaji Telefilms,"Vivek Oberoi, Zayed Khan, Shriya Saran, Shabbir Ahluwalia, Nikitin Dheer, Sunil Shetty, Shweta Bhardwaj, Abhishek Bachchan, Aslihan Cetin, Aditya Lakhia, Brent Mendenhall",A news reporter must uncover the secret on the 13th floor of a News Station.,3.4,1039,,,$ 3013001,,22.0,4.0,3.4
tt1001385,Mithya(Hindi),Mithya,2008,2008-02-08,"Comedy, Crime, Thriller",110,India,Hindi,Rajat Kapoor,"Rajat Kapoor, Saurabh Shukla",Planman Motion Pictures,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla, Vinay Pathak, Brijendra Kala, Iravati R. Mayadev, Harsh Chhaya, Ikhlaq Khan, Manu Rishi Chadha, Tinnu Anand, Suhasini Mulay, Kamini Khanna, Perin Malde, Loknath Rathi",A two-bit actor faces challenges after he is asked by Police to impersonate a look-alike gangster.,7.1,1883,,,$ 1966789,,126.0,8.0,7.1
tt1595445,Mithya(English),Mithya,2008,2008-02-08,"Comedy, Crime, Thriller",110,India,English,Rajat Kapoor,"Rajat Kapoor, Saurabh Shukla",Planman Motion Pictures,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla, Vinay Pathak, Brijendra Kala, Iravati R. Mayadev, Harsh Chhaya, Ikhlaq Khan, Manu Rishi Chadha, Tinnu Anand, Suhasini Mulay, Kamini Khanna, Perin Malde, Loknath Rathi",A two-bit actor faces challenges after he is asked by Police to impersonate a look-alike gangster.,7.1,1883,,,$ 1966789,,126.0,8.0,7.1
tt1180583,Vaaranam Aayiram,Vaaranam Aayiram,2008,2008-11-14,"Drama, Musical, Romance",169,India,Tamil,Gautham Menon,"Meghana Karthik, Gautham Menon",Aascar Film P.,"Suriya, Simran, Ramya, Sameera Reddy, Prithviraj, Deepa Narendran, Karthik, Shanker Koladi, Vtv Ganesh, Sathish, Veera Bahu, Gautham Menon, Pawl Bazile, Brian Jennings, Shreya Gupto","A father and son help each other through growing up, romance, tragedy, and adventure.",8.0,8356,INR 140000000,,$ 921007,,42.0,,8.0
tt1472749,Dulha Mil Gaya(Hindi),Dulha Mil Gaya,2010,2010-01-08,"Comedy, Drama, Romance",152,India,Hindi,Mudassar Aziz,"Mudassar Aziz, Mudassar Aziz",Insight Productions,"Sushmita Sen, Fardeen Khan, Ishita Sharma, Shah Rukh Khan, Suchitra Pillai, Howard Rosemeyer, Mohit Chadha, Parikshit Sahni, Beena Kak, Tara Sharma, Johnny Lever, Farid Currim, Pratap Faujdan, Mohammad S. Hyderabadwala, Randhir Kapoor",A man marries so he can inherit his father's wealth.,4.2,2415,,,$ 155058,,9.0,6.0,4.2
tt1983189,Dulha Mil Gaya(Punjabi),Dulha Mil Gaya,2010,2010-01-08,"Comedy, Drama, Romance",152,India,Punjabi,Mudassar Aziz,"Mudassar Aziz, Mudassar Aziz",Insight Productions,"Sushmita Sen, Fardeen Khan, Ishita Sharma, Shah Rukh Khan, Suchitra Pillai, Howard Rosemeyer, Mohit Chadha, Parikshit Sahni, Beena Kak, Tara Sharma, Johnny Lever, Farid Currim, Pratap Faujdan, Mohammad S. Hyderabadwala, Randhir Kapoor",A man marries so he can inherit his father's wealth.,4.2,2415,,,$ 155058,,9.0,6.0,4.2
tt1960409,Dulha Mil Gaya(English),Dulha Mil Gaya,2010,2010-01-08,"Comedy, Drama, Romance",152,India,English,Mudassar Aziz,"Mudassar Aziz, Mudassar Aziz",Insight Productions,"Sushmita Sen, Fardeen Khan, Ishita Sharma, Shah Rukh Khan, Suchitra Pillai, Howard Rosemeyer, Mohit Chadha, Parikshit Sahni, Beena Kak, Tara Sharma, Johnny Lever, Farid Currim, Pratap Faujdan, Mohammad S. Hyderabadwala, Randhir Kapoor",A man marries so he can inherit his father's wealth.,4.2,2415,,,$ 155058,,9.0,6.0,4.2
tt1182908,Krazzy 4,Krazzy 4,2008,2008-04-11,"Comedy, Crime, Drama",110,India,Hindi,Jaideep Sen,"Ashwani Dhir, Rakesh Roshan",Filmcraft Productions,"Juhi Chawla, Irrfan Khan, Arshad Warsi, Rajpal Yadav, Suresh Menon, Dia Mirza, Rajat Kapoor, Kamal Adib, Vicky Ahuja, Parthaa Akerkar, Tejas Are, Anil Bahl, Krishna Bansal, Jennifer Mistry Bansiwal, Dolly Bindra",4 mental patients formulate the plan to rescue their kidnapped doctor and teach the kidnappers a lesson.,4.2,1955,,$ 487215,$ 7274081,,12.0,4.0,4.2
tt1182937,Una coppia voluta da Dio,Rab Ne Bana Di Jodi,2008,2008-12-12,"Comedy, Drama, Music",167,India,Hindi,Aditya Chopra,"Aditya Chopra, Aditya Chopra",Yash Raj Films,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M.K. Raina, Manmeet Singh, Kajol, Rani Mukerji, Preity Zinta, Bipasha Basu, Lara Dutta, Bobby Bedii, Vivan Bhatena, Puneet Cheema, Alene D'Souza, Aneesha Dalal","A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani.",7.2,42862,INR 220000000,$ 2078956,$ 29914469,,148.0,29.0,7.2
tt1855892,Bachna Ae Haseeno(Hindi),Bachna Ae Haseeno,2008,2008-08-15,"Comedy, Drama, Romance",152,India,Hindi,Siddharth Anand,"Aditya Chopra, Devika Bhagat",Yash Raj Films,"Ranbir Kapoor, Deepika Padukone, Bipasha Basu, Minissha Lamba, Kunal Kapoor, Hiten Paintal, Puneet Issar, Menekka Arora, Sumit Arora, Ntasha Bhardwaj, Pratik Dixit, Bidyut Dumra, Karan Gill, Avantika Hundal, Willi Jezler","Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",6.2,10146,INR 180000000,$ 702166,$ 11386430,,35.0,15.0,6.2
tt1905938,Bachna Ae Haseeno(English),Bachna Ae Haseeno,2008,2008-08-15,"Comedy, Drama, Romance",152,India,English,Siddharth Anand,"Aditya Chopra, Devika Bhagat",Yash Raj Films,"Ranbir Kapoor, Deepika Padukone, Bipasha Basu, Minissha Lamba, Kunal Kapoor, Hiten Paintal, Puneet Issar, Menekka Arora, Sumit Arora, Ntasha Bhardwaj, Pratik Dixit, Bidyut Dumra, Karan Gill, Avantika Hundal, Willi Jezler","Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",6.2,10146,INR 180000000,$ 702166,$ 11386430,,35.0,15.0,6.2
tt1183907,Murari,Murari,2001,2001-02-17,"Drama, Romance, Thriller",180,India,Telugu,Krishna Vamsi,"Sobhan, Krishna Vamsi",Ramprasad Arts,"Mahesh Babu, Sonali Bendre, Lakshmi, Satyanarayana Kaikala, Gollapudi Maruthi Rao, Annapoorna, Chinna, Sivaji Raja, Raghu Babu, Ravi Babu, Hema, Prakash Raj, Achyuth, Anitha Chowdary, Lakshmipati",A family is under a curse due to an old sin; due to which a male is bound to die every 48 years.,7.8,3669,,,,,2.0,1.0,7.8
tt1089884,Teen Patti(Hindi),Teen Patti,2010,2010-02-26,"Crime, Drama, Thriller",142,India,Hindi,Leena Yadav,"Shivkumar Subramaniam, Leena Yadav",Hinduja Ventures,"Amitabh Bachchan, Madhavan, Shraddha Kapoor, Akkash Basnet, Siddharth Kher, Dhruv Ganesh, Saira Mohan, Vaibhav Talwar, Raima Sen, Ben Kingsley, Tinnu Anand, Kavin Dave, Ajay Devgn, Mariah Gomes, Pankaj Jha",A disgraced professor recounts his career and involvement with gambling.,4.1,1409,INR 250000000,,$ 17311,,18.0,6.0,4.1
tt1096120,Teen Patti(English),Teen Patti,2010,2010-02-26,"Crime, Drama, Thriller",142,India,English,Leena Yadav,"Shivkumar Subramaniam, Leena Yadav",Hinduja Ventures,"Amitabh Bachchan, Madhavan, Shraddha Kapoor, Akkash Basnet, Siddharth Kher, Dhruv Ganesh, Saira Mohan, Vaibhav Talwar, Raima Sen, Ben Kingsley, Tinnu Anand, Kavin Dave, Ajay Devgn, Mariah Gomes, Pankaj Jha",A disgraced professor recounts his career and involvement with gambling.,4.1,1409,INR 250000000,,$ 17311,,18.0,6.0,4.1
tt1416141,Teen Patti(Punjabi),Teen Patti,2010,2010-02-26,"Crime, Drama, Thriller",142,India,Punjabi,Leena Yadav,"Shivkumar Subramaniam, Leena Yadav",Hinduja Ventures,"Amitabh Bachchan, Madhavan, Shraddha Kapoor, Akkash Basnet, Siddharth Kher, Dhruv Ganesh, Saira Mohan, Vaibhav Talwar, Raima Sen, Ben Kingsley, Tinnu Anand, Kavin Dave, Ajay Devgn, Mariah Gomes, Pankaj Jha",A disgraced professor recounts his career and involvement with gambling.,4.1,1409,INR 250000000,,$ 17311,,18.0,6.0,4.1
tt1192528,Teen Patti(Tamil),Teen Patti,2010,2010-02-26,"Crime, Drama, Thriller",142,India,Tamil,Leena Yadav,"Shivkumar Subramaniam, Leena Yadav",Hinduja Ventures,"Amitabh Bachchan, Madhavan, Shraddha Kapoor, Akkash Basnet, Siddharth Kher, Dhruv Ganesh, Saira Mohan, Vaibhav Talwar, Raima Sen, Ben Kingsley, Tinnu Anand, Kavin Dave, Ajay Devgn, Mariah Gomes, Pankaj Jha",A disgraced professor recounts his career and involvement with gambling.,4.1,1409,INR 250000000,,$ 17311,,18.0,6.0,4.1
tt1270923,The Stoneman Murders(Hindi),The Stoneman Murders,2009,2009-02-13,"Crime, Drama, Mystery",95,India,Hindi,Manish Gupta,Manish Gupta,Kaleidoscope,"Kay Kay Menon, Arbaaz Khan, Rukhsar Rehman, Virendra Saxena, Priya Ahuja, Vibha Anand, Ashraf-Ul-Haque, Rajesh Balwani, Bobby, Chandrabhan, Manju Chauhan, Yogita Dandaykar, Balwant Devidas, Anil George, Vikram Gokhale","In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case.",7.4,2519,,,$ 192508,,27.0,8.0,7.4
tt1428937,The Stoneman Murders(Marathi),The Stoneman Murders,2009,2009-02-13,"Crime, Drama, Mystery",95,India,Marathi,Manish Gupta,Manish Gupta,Kaleidoscope,"Kay Kay Menon, Arbaaz Khan, Rukhsar Rehman, Virendra Saxena, Priya Ahuja, Vibha Anand, Ashraf-Ul-Haque, Rajesh Balwani, Bobby, Chandrabhan, Manju Chauhan, Yogita Dandaykar, Balwant Devidas, Anil George, Vikram Gokhale","In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case.",7.4,2519,,,$ 192508,,27.0,8.0,7.4
tt1388892,The Stoneman Murders(English),The Stoneman Murders,2009,2009-02-13,"Crime, Drama, Mystery",95,India,English,Manish Gupta,Manish Gupta,Kaleidoscope,"Kay Kay Menon, Arbaaz Khan, Rukhsar Rehman, Virendra Saxena, Priya Ahuja, Vibha Anand, Ashraf-Ul-Haque, Rajesh Balwani, Bobby, Chandrabhan, Manju Chauhan, Yogita Dandaykar, Balwant Devidas, Anil George, Vikram Gokhale","In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case.",7.4,2519,,,$ 192508,,27.0,8.0,7.4
tt1101833,Kurbaan(Hindi),Kurbaan,2009,2009-11-20,"Action, Crime, Drama",161,India,Hindi,Renzil D'Silva,"Renzil D'Silva, Niranjan Iyengar",Dharma Productions,"Lewis Tan, Kareena Kapoor, Saif Ali Khan, Om Puri, Dia Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Nauheed Cyrusi, Kiron Kher, Shishir Sharma, Akash Khurana, Faezeh Jalali, Brian Matthews, Damien Colletti, Rupinder Nagra","A woman finds that her neighbors are terrorists, and her husband is not who he claims to be.",5.7,4627,$ 11000000,$ 754268,$ 1461611,,46.0,10.0,5.7
tt1160063,Kurbaan(English),Kurbaan,2009,2009-11-20,"Action, Crime, Drama",161,India,English,Renzil D'Silva,"Renzil D'Silva, Niranjan Iyengar",Dharma Productions,"Lewis Tan, Kareena Kapoor, Saif Ali Khan, Om Puri, Dia Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Nauheed Cyrusi, Kiron Kher, Shishir Sharma, Akash Khurana, Faezeh Jalali, Brian Matthews, Damien Colletti, Rupinder Nagra","A woman finds that her neighbors are terrorists, and her husband is not who he claims to be.",5.7,4627,$ 11000000,$ 754268,$ 1461611,,46.0,10.0,5.7
tt1187038,Chintakayala Ravi,Chintakayala Ravi,2008,2008-10-02,"Comedy, Drama, Romance",150,India,Telugu,Yogie,"Kona Venkat, Kona Venkat",Sri Lakshmi Narasimha Productions,"Venkatesh Daggubati, Anushka Shetty, Ajay, Ali, Ganesh Babu, Raghu Babu, Master Bharath, Brahmanandam, Dianna Brown-Smith, Chalapathi Rao, Chandramohan, Aarti Chhabria, Ganesh, Rajeev Kanakala, Graham Kurtz",Ravi who works in a bar pretends that he is a software engineer in America for the sake of his mother and finally revealed due to marriage reasons. He then finds true love and his mother realizes the reason behind his work.,5.5,467,,,,,2.0,,5.5
tt1275908,3 Idiots(Hindi),3 Idiots,2009,2009-12-25,"Comedy, Drama",170,India,Hindi,Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi",Vinod Chopra Productions,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor, Boman Irani, Omi Vaidya, Mona Singh, Olivier Lafont, Rahul Kumar, Parikshit Sahni, Farida Dadi, Amardeep Jha, Mukund Bhatt, Chaitali Bose, Javed Jaffrey","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,332217,INR 550000000,$ 6532874,$ 60262836,67.0,651.0,57.0,8.4
tt1530394,3 Idiots(English),3 Idiots,2009,2009-12-25,"Comedy, Drama",170,India,English,Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi",Vinod Chopra Productions,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor, Boman Irani, Omi Vaidya, Mona Singh, Olivier Lafont, Rahul Kumar, Parikshit Sahni, Farida Dadi, Amardeep Jha, Mukund Bhatt, Chaitali Bose, Javed Jaffrey","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,332217,INR 550000000,$ 6532874,$ 60262836,67.0,651.0,57.0,8.4
tt11880890,Joshua,Joshua,2020,2020-02-28,Drama,108,India,Malayalam,Peter Sundardas,"Peter Sundardas, Peter Sundardas",The Alien Media Group,"Hemanth Menon, Priyanka Nair, Dinesh Panicker, Abel Peter",Portraying the impact of the medium of cinema on the minds of children.,9.0,471,INR 11000000,,,,10.0,,9.0
tt1569550,Jai Ho(Hindi),Jai Ho,2014,2014-01-24,"Action, Drama",135,India,Hindi,Sohail Khan,"A.R. Murugadoss, Dilip Shukla",Eros International,"Salman Khan, Daisy Shah, Tabu, Danny Denzongpa, Nadira Babbar, Sunil Shetty, Mohnish Bahl, Mahesh Manjrekar, Aditya Pancholi, Sharad S. Kapoor, Mukul Dev, Pulkit Samrat, Mahesh Thakur, Genelia D'Souza, Yash Tonk","An ex-army officer initiates a unique idea of propagating social responsibility among ordinary people and in doing so, crosses paths with a powerful political family.",5.1,16548,INR 750000000,$ 1264515,$ 2122804,,104.0,19.0,5.1
tt1599221,Toonpur Ka Superrhero(Hindi),Toonpur Ka Superrhero,2010,2010-12-24,"Animation, Action, Adventure",95,India,Hindi,Kireet Khurana,"Raagi Bhatnagar, Bhimsain",Big Screen Entertainment,"Ajay Devgn, Kajol, Ameya Pandya, Chinky Jaiswal, Tanuja, Sanjay Mishra, Sanjay Dutt, Mukesh Tiwari, Raza Murad, Sherveer Vakil, Sameer Hadker, Delnaaz Irani, Chunky Pandey, Vivek Vaswani",A reel-life costumed actor is abducted and asked to be a real hero by Toon characters.,4.2,689,,,$ 17505,,4.0,12.0,4.2
tt1303126,Toonpur Ka Superrhero(English),Toonpur Ka Superrhero,2010,2010-12-24,"Animation, Action, Adventure",95,India,English,Kireet Khurana,"Raagi Bhatnagar, Bhimsain",Big Screen Entertainment,"Ajay Devgn, Kajol, Ameya Pandya, Chinky Jaiswal, Tanuja, Sanjay Mishra, Sanjay Dutt, Mukesh Tiwari, Raza Murad, Sherveer Vakil, Sameer Hadker, Delnaaz Irani, Chunky Pandey, Vivek Vaswani",A reel-life costumed actor is abducted and asked to be a real hero by Toon characters.,4.2,689,,,$ 17505,,4.0,12.0,4.2
tt1191121,Jalsa,Jalsa,2008,2008-04-02,"Action, Comedy",161,India,Telugu,Trivikram Srinivas,"Trivikram Srinivas, Trivikram Srinivas",Geetha Arts,"Pawan Kalyan, Ileana D'Cruz, Mukesh Rishi, Kamalinee Mukherjee, Prakash Raj, Tanikella Bharani, Brahmanandam, Suneel, Ali, Parvati Melton, Dharmavarapu Subramanyam, Sivaji, Uttej, Mahesh Babu, Ravi Varma",A carefree young man's past compels him to confront a criminal boss to acquire land rights.,7.3,5341,INR 450000000,,,,12.0,2.0,7.3
tt1191130,Right Yaaa Wrong,Right Yaaa Wrong,2010,2010-03-12,"Crime, Drama, Thriller",135,India,Hindi,Neeraj Pathak,"Sanjay Chauhan, Girish Dhamija",Ikkon Pictures,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma, Sanjay Singh, Deepal Shaw, Aryan Vaid, Ashok Samarth, Ali Haji, Parikshit Sahni, Vijay Patkar, Kamlesh Sawant, Arvind Vaidya, Shilpi Sharma, Govind Namdeo",A decorated and disabled Police Officer becomes suspect in a double homicide.,6.4,856,,,$ 3948,,13.0,3.0,6.4
tt1191138,Un pizzico d'amore e di magia,Thoda Pyaar Thoda Magic,2008,2008-06-27,"Comedy, Drama, Family",145,India,Hindi,Kunal Kohli,"Rohena Gera, Kunal Kohli",Kunal Kohli Productions,"Saif Ali Khan, Rani Mukerji, Rishi Kapoor, Akshat Chopra, Shriya Sharma, Rachit Sidana, Ayushi Burman, Ameesha Patel, Sharat Saxena, Mahesh Thakur, Razak Khan, Taraana Raja, Yash Belani, Jyoti Gauba, Rushita Pandya","An angel, a man and 4 orphans come together to bring you a story filled with fun, excitement, tears, love and magic.",4.9,2256,INR 200000000,$ 365401,$ 7631012,,17.0,8.0,4.9
tt11912390,2 States,2 States,2020,2020-03-06,"Comedy, Romance",131,India,Malayalam,Jacky S. Kumar,Jacky S. Kumar,Renaissance Pictures,"Vinod Kedamangalam, Pradeep Kottayam, Mukesh, Sharanya R. Nair, Manu Pillai, Arul D. Shankar, Shammi Thilakan, John Vijay, Vijayaraghavan","A son, his father and his grandfather lead a happy life in a village in Kerala. One day, a girl from Tamil Nadu comes to their village. Their world turns upside down when she and the son fall in love with each other and decide to elope.",8.2,331,,,,,12.0,,8.2
tt1194104,Bujjigaadu: Made in Chennai,Bujjigaadu: Made in Chennai,2008,2008,"Action, Drama",150,India,Telugu,"Puri Jagannadh, Puri Jagannadh","Puri Jagannadh, Puri Jagannadh",Creative Commercials,"Prabhas, Trisha Krishnan, Mohan Babu, Sanjjanaa Galrani, Suneel, Subbaraju, Ajay, Ali, Brahmaji, Hema, R.J. Hemant, Jeeva, Mumait Khan, Khayyum, Kadambari Kiran","Bujji (Prabhas) runs away from his home in his childhood because of a dispute with his girlfriend Chitti (Trisha). He ends up in Chennai for 12 years, and the rest of the story is about how they meet now to make their love successful.",6.4,1996,INR 190000000,,,,2.0,1.0,6.4
tt1683335,Jaane Kahan Se Aayi Hai(Hindi),Jaane Kahan Se Aayi Hai,2010,2010-04-09,"Comedy, Drama, Fantasy",94,India,Hindi,Milap Zaveri,"Sameer, Milap Zaveri",People Tree Films,"Priyanka Chopra, Akshay Kumar, Jacqueline Fernandez, Karan Johar, Amrita Rao, Riteish Deshmukh, Farah Khan, Anvita Dutt, Satish Shah, Supriya Pilgaonkar, Sajid Khan, Ruslaan Mumtaz, Sonal Sehgal, Milap Zaveri, Vishal Malhotra","Rejected by the woman he loves, a man must find true love for an amazon from Venus.",3.8,538,,,,,3.0,2.0,3.8
tt1500495,Jaane Kahan Se Aayi Hai(Marathi),Jaane Kahan Se Aayi Hai,2010,2010-04-09,"Comedy, Drama, Fantasy",94,India,Marathi,Milap Zaveri,"Sameer, Milap Zaveri",People Tree Films,"Priyanka Chopra, Akshay Kumar, Jacqueline Fernandez, Karan Johar, Amrita Rao, Riteish Deshmukh, Farah Khan, Anvita Dutt, Satish Shah, Supriya Pilgaonkar, Sajid Khan, Ruslaan Mumtaz, Sonal Sehgal, Milap Zaveri, Vishal Malhotra","Rejected by the woman he loves, a man must find true love for an amazon from Venus.",3.8,538,,,,,3.0,2.0,3.8
